nome,url,preco_texto,categoria,loja
"Notebook Acer AG15-71P-71YM CI713620H, 16GB, 512GB SSD, WNHPSL64, 15.6"" FHD, Windows 11, Cinza - NX.JF6AL.009",https://www.kabum.com.br/produto/904903/notebook-acer-ag15-71p-71ym-ci713620h-16gb-512gb-ssd-wnhpsl64-15-6-fhd-windows-11-cinza-nx-jf6al-009,6840,notebook,Kabum
"Notebook Dell 15 I Dc15-i71355u-m90 15.6"" Full Hd 13ª Gen Intel Core i7 16gb 512gb SSD Win 11 Preto Carbono",https://www.kabum.com.br/produto/1043070/notebook-dell-15-i-dc15-i71355u-m90-15-6-full-hd-13-gen-intel-core-i7-16gb-512gb-ssd-win-11-preto-carbono,7253.1,notebook,Kabum
"Notebook HP 256R G9, Intel Core i3 1315U, 8GB RAM, 256GB, 15.6 Polegadas, Windows 11, Intel UHD Graphics - BQ9K8AT#AK4",https://www.kabum.com.br/produto/873586/notebook-hp-256r-g9-intel-core-i3-1315u-8gb-ram-256gb-15-6-polegadas-windows-11-intel-uhd-graphics-bq9k8at-ak4,3284.1,notebook,Kabum
"Notebook Asus Vivobook Go 15, AMD Athlon Silver 7120U, 4GB RAM, SSD 128GB, 15.6"" IPS FHD, Windows 11 Home, Mixed Black",https://www.kabum.com.br/produto/1043050/notebook-asus-vivobook-go-15-amd-athlon-silver-7120u-4gb-ram-ssd-128gb-15-6-ips-fhd-windows-11-home-mixed-black,2699.1,notebook,Kabum
Notebook Asus Vivobook 16 X1605va Intel Core I7 1355u 16gb Ram 512gb SSD WINDOWS 11 Home Tela 16” Ips Fhd Silver - Mb763w,https://www.kabum.com.br/produto/627471/notebook-asus-vivobook-16-x1605va-intel-core-i7-1355u-16gb-ram-512gb-ssd-windows-11-home-tela-16-ips-fhd-silver-mb763w,5382.39,notebook,Kabum
Notebook Gamer Lenovo Loq 15irx9 Intel Core i5-14500hx 16gb 1TB SSD RTX 3050 WINDOWS 11 Home - 83kh000sbr,https://www.kabum.com.br/produto/1062358/notebook-gamer-lenovo-loq-15irx9-intel-core-i5-14500hx-16gb-1tb-ssd-rtx-3050-windows-11-home-83kh000sbr,7911.01,notebook,Kabum
"Notebook Gamer Acer Nitro V15, Intel Core i5-13420H 13ª Geração, 16GB RAM, SSD 512GB, RTX 4060, Tela 15.6"" Full HD 165Hz, Linux - ANV15-52-52VN",https://www.kabum.com.br/produto/912257/notebook-gamer-acer-nitro-v15-anv15-52-52vn-intel-core-i5-13420h-13-g-512-gb-ssd-16-gb-ram-rtx-4060-15-6-,8279.1,notebook,Kabum
"MacBook Air Apple 13"" Chip M5, CPU de 10 Núcleos, GPU de 10 Núcleos, Neural Engine de 16 Núcleos, 1TB, Meia-Noite - MDHF4BZ/A",https://www.kabum.com.br/produto/1014720/macbook-air-apple-13-chip-m5-cpu-de-10-nucleos-gpu-de-10-nucleos-neural-engine-de-16-nucleos-1tb-meia-noite-mdhf4bz-a,14999,notebook,Kabum
"Suporte Para Notebook Dva Lima Nocturnus G5, Para Notebooks De 14"" A 15,6"" "",  Ergonômico Nr17, Regulagem De Altura E Inclinação - Preto",https://www.kabum.com.br/produto/993539/suporte-para-notebook-dva-lima-nocturnus-g5-para-notebooks-de-14-a-15-6-ergonomico-nr17-regulagem-de-altura-e-inclinacao-preto,17.06,notebook,Kabum
"Notebook Asus Gamer V16 Rp213 RTX 5050 Core 5 8GB Ram 512gb SSD Linux 16"" Lcd LED Fhd 144hz Nível Ips",https://www.kabum.com.br/produto/1056505/notebook-asus-gamer-v16-rp213-rtx-5050-core-5-8gb-ram-512gb-ssd-linux-16-lcd-led-fhd-144hz-nivel-ips,6119.15,notebook,Kabum
"Notebook Lenovo IdeaPad 1 15IRU7, Intel Core i3-1315U, 8GB, SSD 256GB, 15.6"""" FHD, Windows 11 Home, Cloud Grey - 83QJ0001BO",https://www.kabum.com.br/produto/1034156/notebook-lenovo-ideapad-1-15iru7-intel-core-i3-1315u-8gb-ssd-256gb-15-6-fhd-windows-11-home-cloud-grey-83qj0001bo,4499,notebook,Kabum
"Notebook Dell 15 Dc15-i51334u-u70 15.6"" Full Hd 13ª Gen Intel Core i5 16gb 512gb SSD Linux Preto Carbono",https://www.kabum.com.br/produto/1028020/notebook-dell-15-dc15-i51334u-u70-15-6-full-hd-13-gen-intel-core-i5-16gb-512gb-ssd-linux-preto-carbono,6479.1,notebook,Kabum
"Notebook Dell 15 Dc15-i51334u-m70 15.6"" Full Hd 13ª Gen Intel Core i5 16gb 512gb SSD Win 11 Preto Carbono",https://www.kabum.com.br/produto/1028021/notebook-dell-15-dc15-i51334u-m70-15-6-full-hd-13-gen-intel-core-i5-16gb-512gb-ssd-win-11-preto-carbono,6917.48,notebook,Kabum
"Notebook Lenovo Ideapad Slim 3 15irh10 Intel Core i5-13420h 16gb 512gb SSD WINDOWS 11 15.3"" - 83ns0001br Luna Grey",https://www.kabum.com.br/produto/883577/notebook-lenovo-ideapad-slim-3-15irh10-intel-core-i5-13420h-16gb-512gb-ssd-windows-11-15-3-83ns0001br-luna-grey,5015.12,notebook,Kabum
"Notebook Hp 250r G9 i5-1334u Memória 16gb Ddr4 SSD Nvme 256gb Tela 15,6'' Hd WINDOWS 11 Pro",https://www.kabum.com.br/produto/1038505/notebook-hp-250r-g9-i5-1334u-memoria-16gb-ddr4-ssd-nvme-256gb-tela-15-6-hd-windows-11-pro,5650.68,notebook,Kabum
"MacBook Pro Apple 16"", M4 Pro, CPU 14 Núcleos, GPU 20 Núcleos, Neural Engine de 16 Núcleos, 24GB RAM, SSD 512GB, Prateado - MX2T3BZ/A",https://www.kabum.com.br/produto/658774/macbook-pro-apple-16-m4-pro-cpu-14-nucleos-gpu-20-nucleos-neural-engine-de-16-nucleos-24gb-ram-ssd-512gb-prateado-mx2t3bz-a,28748.85,notebook,Kabum
"Notebook Lenovo Ideapad 1 R3-7320u 4gb 256gb SSD Linux 15.6"" 82x5s00600 Cloud Grey",https://www.kabum.com.br/produto/530844/notebook-lenovo-ideapad-1-r3-7320u-4gb-256gb-ssd-linux-15-6-82x5s00600-cloud-grey,2903.12,notebook,Kabum
"Notebook Samsung Galaxy Book4, Intel Core I3, 8GB,  SSD 256GB, Tela 15.6"" Full HD LED, Windows 11 Home, Grafite",https://www.kabum.com.br/produto/586453/notebook-samsung-galaxy-book4-intel-core-i3-8gb-ssd-256gb-tela-15-6-full-hd-led-windows-11-home-grafite,3599.1,notebook,Kabum
"Notebook Lenovo Ideapad Slim 3 15iru10 Intel Core 3 100u 8GB 256gb SSD Linux 15.3"" - 83nus00000 Luna Grey",https://www.kabum.com.br/produto/1008286/notebook-lenovo-ideapad-slim-3-15iru10-intel-core-3-100u-8gb-256gb-ssd-linux-15-3-83nus00000-luna-grey,3238.38,notebook,Kabum
"Notebook Dell 15 I Dc15-i71355u-u90 15.6"" Full Hd 13ª Gen Intel Core i7 16gb 512gb SSD Ubuntu Linux Preto Carbono",https://www.kabum.com.br/produto/1043071/notebook-dell-15-i-dc15-i71355u-u90-15-6-full-hd-13-gen-intel-core-i7-16gb-512gb-ssd-ubuntu-linux-preto-carbono,6965.1,notebook,Kabum
"Notebook Acer Aspire Go Ag15 Core i5-13420h 8GB Ddr5 512gb SSD Tela 15.6"" Full Hd W11 - Cinza",https://www.kabum.com.br/produto/918097/notebook-acer-aspire-go-15-intel-core-i5-13420h-8gb-ram-512gb-ssd-15-6-full-hd-w11,4047.08,notebook,Kabum
Kit De Segurança Para Notebook Cs-10 C3Tech Com Cadeado  Segredo STAM,https://www.kabum.com.br/produto/944401/kit-de-seguranca-para-notebook-cs-10-c3tech,120.28,notebook,Kabum
Fonte Carregador Notebook Lenovo Thinkpad E14 65w Tipo C,https://www.kabum.com.br/produto/928236/fonte-carregador-notebook-lenovo-thinkpad-e14-65w-tipo-c,85,notebook,Kabum
"Notebook Asus Tuf Gaming F16 Fx608jhr Nvidia RTX 5050 Intel Core i5 14a 16gb Ram 512gb SSD WINDOWS 11 Home Tela 16"" LED Fhd 165hz Gray - Rv122w",https://www.kabum.com.br/produto/1008856/notebook-asus-tuf-gaming-f16-fx608jhr-nvidia-rtx-5050-intel-core-i5-14a-16gb-ram-512gb-ssd-windows-11-home-tela-16-led-fhd-165hz-gray-rv122w,8924.15,notebook,Kabum
"Notebook Lenovo Ideapad Slim 3 15irh10 Intel Core i5-13420h SSD 512gb 8GB 15.3""",https://www.kabum.com.br/produto/1055954/notebook-lenovo-ideapad-slim-3-15irh10-intel-core-i5-13420h-ssd-512gb-8gb-15-3-,4255.44,notebook,Kabum
"Notebook Asus Vivobook Go E1504fa Amd Ryzen 5 7520u 8GB Ram 512gb SSD Linux Keepos Tela 15,6"" Fhd Black - Nj732",https://www.kabum.com.br/produto/549510/notebook-asus-vivobook-go-e1504fa-amd-ryzen-5-7520u-8gb-ram-512gb-ssd-linux-keepos-tela-15-6-fhd-black-nj732,3304.61,notebook,Kabum
Bateria Para Notebook Dell Latitude 3410 11.4v,https://www.kabum.com.br/produto/706870/bateria-para-notebook-dell-latitude-3410-11-4-v-3600-mah,275.88,notebook,Kabum
"Notebook Acer Aspire 5 A515-45-R478 AMD Ryzen 5 16GB 15,6” Full HD Linux NX.AYDAL.00R",https://www.kabum.com.br/produto/956980/notebook-acer-aspire-5-a515-45-r478-amd-ryzen-5-16gb-15-6-full-hd-linux-nx-aydal-00r,4049.1,notebook,Kabum
"Notebook Asus Vivobook Go 15, AMD Ryzen 5-7520u 2.8GHz, 8GB, SSD 512GB, Tela 15.6"" Full HD, Windows 11 Home, Preto - E1504fa-Nj836w",https://www.kabum.com.br/produto/515946/notebook-asus-vivobook-go-15-e1504fa-nj836w-amd-ryzen-5-7520u-2-8-ghz-8gb-512gb-ssd-windows-11-home-15-6-full-hd-preto,3799.05,notebook,Kabum
"Notebook Lenovo Ideapad Slim 3 15arp10 Amd Ryzen 7 7735hs 16gb 512gb SSD WINDOWS 11 15.3"" - 83mm0002bo Luna Grey",https://www.kabum.com.br/produto/921850/notebook-lenovo-ideapad-slim-3-15arp10-amd-ryzen-7-7735hs-16gb-512gb-ssd-windows-11-15-3-83mm0002bo-luna-grey,5451.06,notebook,Kabum
Notebook Vaio Fe16 Amd® Ryzen 5-5625u WINDOWS 11 Home 16gb Ram 512gb SSD 16” Ips Wuxga Antirreflexo - Cinza Grafite,https://www.kabum.com.br/produto/777010/notebook-vaio-fe16-amd-ryzen-5-5625u-16gb-ram-512gb-ssd-16-ips-wuxga-windows-11-home-grafite,4499.1,notebook,Kabum
"Notebook Positivo Vision R15m Amd Ryzen 3-7330u, 8GB RAM, SSD 256GB, Tela 15” Full Hd Ips, Wi-fi 6, Linux  - Minitela - Preto",https://www.kabum.com.br/produto/1040499/notebook-positivo-vision-r15m-amd-ryzen-3-7330u-8gb-ram-ssd-256gb-tela-15-full-hd-ips-wi-fi-6-linux-minitela-preto,2649,notebook,Kabum
"Notebook Lenovo Ideapad Slim 3 15irh10 Intel Core i5-13420h 16gb 512gb SSD WINDOWS 11 15.3"" Tela Touch - 83ns000bbr Luna Grey",https://www.kabum.com.br/produto/885259/notebook-lenovo-ideapad-slim-3-15irh10-intel-core-i5-13420h-16gb-512gb-ssd-windows-11-15-3-83ns000bbr-luna-grey,5279.12,notebook,Kabum
"Protetor De Teclado Para Notebook De 15""",https://www.kabum.com.br/produto/698449/protetor-de-teclado-para-notebook-de-15-,5.79,notebook,Kabum
Fonte Para Dell 19.5v. 3.34a 65w 4.5 * 3.0 Mm,https://www.kabum.com.br/produto/1057743/fonte-para-dell-19-5v-3-34a-65w-4-5-3-0-mm,43,notebook,Kabum
Notebook Positivo Vision C14 Intel® Celeron® WINDOWS 11 Home 4gb 128GB Emmc 14” Lumina Bar Cinza - Inclui Microsoft 365*,https://www.kabum.com.br/produto/475522/notebook-positivo-vision-c14-intel-celeron-windows-11-home-4gb-128gb-emmc-14-hd-lumina-bar-cinza-inclui-microsoft-365-,2089.05,notebook,Kabum
Fonte Carregador Para Notebook Acer Travelmate Tmp214-55-54zz,https://www.kabum.com.br/produto/1006626/fonte-carregador-para-notebook-acer-travelmate-tmp214-55-54zz,151.4,notebook,Kabum
Wireless Intel 7265 7265ngw An Dual Band Hp Hp 793840-001+nf,https://www.kabum.com.br/produto/657008/wireless-intel-7265-7265ngw-an-dual-band-hp-hp-793840-001-nf,35.9,notebook,Kabum
Bateria Para Notebook Dell Latitude 3490,https://www.kabum.com.br/produto/697397/bateria-para-notebook-dell-latitude-3490,189.99,notebook,Kabum
"Notebook Asus Vivobook Go 15 E1504fa Amd Ryzen™ 5 7520u 8GB Ram 256gb SSD Linux Keepos 15,60"" Fhd Mixed Black - Nj731",https://www.kabum.com.br/produto/579676/notebook-asus-vivobook-go-15-e1504fa-amd-ryzen-5-7520u-8gb-ram-256gb-ssd-linux-keepos-15-60-fhd-mixed-black-nj731,3115.73,notebook,Kabum
Bateria Para Notebook Dell Part Number Jk6y6,https://www.kabum.com.br/produto/603804/bateria-para-notebook-dell-part-number-jk6y6,276.03,notebook,Kabum
Bateria Para Notebook Samsung Galaxy Book 2 Aa-pbun3ab Branca,https://www.kabum.com.br/produto/1066978/bateria-para-notebook-samsung-galaxy-book-2-aa-pbun3ab-branca,231.83,notebook,Kabum
Bateria Para Notebook Hp Part Number Ht03xl,https://www.kabum.com.br/produto/948908/bateria-para-notebook-hp-part-number-ht03xl-4150-mah,159,notebook,Kabum
Bateria Para Notebook Lenovo Ideapad S145-15iil,https://www.kabum.com.br/produto/1025100/bateria-para-notebook-lenovo-ideapad-s145-15iil,185.9,notebook,Kabum
Teclado Para Notebook Dell Latitude 3490 Sem Iluminação,https://www.kabum.com.br/produto/631152/teclado-para-notebook-dell-latitude-3490-preto-abnt2,83.01,notebook,Kabum
"Filtro De Privacidade Removível Para Notebook 14.0"" - Gshield",https://www.kabum.com.br/produto/985291/filtro-de-privacidade-removivel-para-notebook-14-0-gshield,107.77,notebook,Kabum
"Notebook Asus Vivobook 15 X1504va Intel Core i5 1334u, 8GB RAM, SSD 512GB, Intel Iris Xe, Tela 15.6"" FHD, Windows 11, Silver - Nj1740w.",https://www.kabum.com.br/produto/776251/notebook-asus-vivobook-15-x1504va-intel-core-i5-1334u-8gb-ram-512gb-ssd-intel-iris-xe-windows-11-tela-15-6-fhd-silver-nj1740w,4949.9,notebook,Kabum
"Notebook Acer Aspire 5 A515-57-727C Intel Core i7-12650H, 32GB RAM, SSD 1TB NVMe, Tela 15.6"" Full HD",https://www.kabum.com.br/produto/640415/notebook-acer-aspire-5-i7-15-fhd-i7-12-gen-nvme-1tb-32gb-ram,7480.78,notebook,Kabum
Bateria Para Notebook Dell Inspiron 357f9 15 7559 7567 7559,https://www.kabum.com.br/produto/513007/bateria-para-notebook-dell-inspiron-357f9-15-7559-7567-7559,189.91,notebook,Kabum
Palmrest Com Teclado Para Notebook Lenovo Ideapad S145-15,https://www.kabum.com.br/produto/816748/palmrest-com-teclado-para-notebook-lenovo-ideapad-s145-15,57.88,notebook,Kabum
"Notebook Vaio Fe16 Amd® Ryzen 7-5825u Linux 8GB Ram 256gb SSD 16"" Ips Wuxga Antirreflexo - Cinza Grafite",https://www.kabum.com.br/produto/1007133/notebook-vaio-fe16-amd-ryzen-7-5825u-linux-8gb-ram-256gb-ssd-16-ips-wuxga-antirreflexo-cinza-grafite,3589,notebook,Kabum
"Notebook Acer Aspire Go Intel i3 1305U 8GB DDR5 SSD 256GB Tela  15,3"" WUXGA Windows 11 Azul Escuro",https://www.kabum.com.br/produto/953007/notebook-acer-aspire-go-intel-i3-1305u-8gb-ddr5-ssd-256gb-tela-15-3-wuxga-windows-11-azul-escuro,3509.1,notebook,Kabum
Bateria Para Notebook Dell Inspiron G7-15-7588,https://www.kabum.com.br/produto/491222/bateria-para-notebook-dell-inspiron-g7-15-7588,189,notebook,Kabum
Notebook Gamer Acer Nitro V15 Intel Core i5 512GB SSD 16GB RAM 15.6” Full HD 165Hz IPS NVIDIA RTX 4050 6GB Linux ANV15-52-52XM,https://www.kabum.com.br/produto/953054/notebook-gamer-acer-nitro-v15-intel-core-i5-512gb-ssd-16gb-ram-15-6-full-hd-165hz-ips-nvidia-rtx-4050-6gb-linux-anv15-52-52xm,6479.1,notebook,Kabum
Notebook Gamer Acer Predator Helios Neo Phn16-72-75tx Intel® Core™ i7-14700hx De 14ªg 32gb Ram 512gb SSD RTX4070 W11 Home 16”,https://www.kabum.com.br/produto/1029482/notebook-gamer-acer-predator-helios-neo-phn16-72-75tx-intel-core-i7-14700hx-de-14-g-32gb-ram-512gb-ssd-rtx4070-w11-home-16-,11699.1,notebook,Kabum
"MacBook Air Apple 15"" Chip M5, CPU de 10 Núcleos, GPU de 10 Núcleos, Neural Engine de 16 Núcleos, 512GB, Meia-Noite - MDVH4BZ/A",https://www.kabum.com.br/produto/1014731/macbook-air-apple-15-chip-m5-cpu-de-10-nucleos-gpu-de-10-nucleos-neural-engine-de-16-nucleos-512gb-meia-noite-mdvh4bz-a,17399,notebook,Kabum
Bateria Para Notebook Samsung Galaxy Book 2 Aa-pbun3ab Branca,https://www.kabum.com.br/produto/1057744/bateria-para-notebook-samsung-galaxy-book-2-aa-pbun3ab-branca,217.55,notebook,Kabum
"MacBook Air Apple 15"" Chip M5, CPU de 10 Núcleos, GPU de 10 Núcleos, Neural Engine de 16 Núcleos, 1TB, Meia-Noite - MDVK4BZ/A",https://www.kabum.com.br/produto/1014732/macbook-air-apple-15-chip-m5-cpu-de-10-nucleos-gpu-de-10-nucleos-neural-engine-de-16-nucleos-1tb-meia-noite-mdvk4bz-a,16399.01,notebook,Kabum
"Notebook Asus Vivobook S 14 S5406sa Copilot+ PC Intel Core Ultra 7 256 V 16gb Ram 512gb SSD WINDOWS 11 Home 14"" OLED Mist Blue Qd299w",https://www.kabum.com.br/produto/1050662/notebook-asus-vivobook-s-14-s5406sa-copilot-pc-intel-core-ultra-7-256-v-16gb-ram-512gb-ssd-windows-11-home-14-oled-mist-blue-qd299w,5949.15,notebook,Kabum
"Notebook Asus Vivobook Go 15 E1504fa Amd Ryzen 5 16gb Ram 512gb SSD WINDOWS 11 Home 15,6"" Lcd LED Fhd Nível Ips Nj1942w",https://www.kabum.com.br/produto/1036742/notebook-asus-vivobook-go-15-e1504fa-amd-ryzen-5-16gb-ram-512gb-ssd-windows-11-home-15-6-lcd-led-fhd-nivel-ips-nj1942w,4249.15,notebook,Kabum
Fonte Para Lenovo 20v. 3.25a 65w Plug 4.0 X 1.7 Mm,https://www.kabum.com.br/produto/618628/fonte-para-lenovo-20v-3-25a-65w-plug-4-0-x-1-7-mm,50,notebook,Kabum
Bateria Para Notebook Dell Latitude 3410 15.2v,https://www.kabum.com.br/produto/635013/bateria-para-notebook-dell-latitude-3410-3600-mah,209,notebook,Kabum
Bateria Para Notebook Acer Aspire Vx5-591g-78bf,https://www.kabum.com.br/produto/489094/bateria-para-notebook-acer-aspire-vx5-591g-78bf-preto,149.47,notebook,Kabum
Bateria Para Notebook Dell Inspiron G3-15-3590,https://www.kabum.com.br/produto/987331/bateria-para-notebook-dell-inspiron-g3-15-3590,153.9,notebook,Kabum
"Notebook Asus Zenbook S14, Intel Core Ultra 7 258 V, 32gb, 1TB SSD, WINDOWS 11 Home, 14"" OLED, Zumaia Gray, Copilot+ PC",https://www.kabum.com.br/produto/1031365/notebook-asus-zenbook-s14-intel-core-ultra-7-258-v-32gb-1tb-ssd-windows-11-home-14-oled-zumaia-gray-copilot-pc,11049.15,notebook,Kabum
Fonte De Alimentação 24v 3a Plug P4 Bivolt 110-240v.,https://www.kabum.com.br/produto/570708/fonte-de-alimentacao-24v-3a-plug-p4-bivolt-110-240v-,28.48,notebook,Kabum
Fonte Para Notebook Lenovo Thinkpad E14 22tpe14e4n2 65w,https://www.kabum.com.br/produto/928205/fonte-para-notebook-lenovo-thinkpad-e14-22tpe14e4n2-65w,85,notebook,Kabum
"Notebook Lenovo Ideapad Slim 3i 15.3"" Intel Core i5 13420h 8GB Ddr5 512gb SSD Win 11 Home",https://www.kabum.com.br/produto/934681/notebook-lenovo-ideapad-slim-3-15irh10-15-3-wuxga-i5-13420h-8gb-512gb-ssd-win-11-home,3955.08,notebook,Kabum
"MacBook Air Apple 13"" Chip M5, CPU de 10 Núcleos, GPU de 8 Núcleos, Neural Engine de 16 Núcleos, 512GB, - Estelar - MDHA4BZ/A",https://www.kabum.com.br/produto/1014716/macbook-air-apple-13-chip-m5-cpu-de-10-nucleos-gpu-de-8-nucleos-neural-engine-de-16-nucleos-512gb-estelar-mdha4bz-a,11799,notebook,Kabum
"Notebook Acer Aspire 16 A16-71M-55H0 Intel Core Ultra 5 com IA Integrada 115U 16GB RAM 512GB SSD 16"" Windows 11",https://www.kabum.com.br/produto/956982/notebook-acer-aspire-16-a16-71m-55h0-intel-core-ultra-5-com-ia-integrada-115u-16gb-ram-512gb-ssd-16-windows-11,5543.12,notebook,Kabum
"Notebook Gamer Acer Nitro V15, Intel Core i7-13620H 13ª Geração, 16GB RAM, SSD 512GB, RTX 4050, Tela 15.6"" Full HD 165Hz, Linux - ANV15-52-737P",https://www.kabum.com.br/produto/916712/notebook-gamer-acer-nitro-v15-anv15-52-737p-intel-core-i7-13620h-13-g-16gb-ram-512gb-ssd-rtx4050-fhd-15-6-,8999.1,notebook,Kabum
Bateria Para Notebook Acer Part Number Ap16m5j,https://www.kabum.com.br/produto/1030887/bateria-para-notebook-acer-part-number-ap16m5j,126,notebook,Kabum
"Notebook Lenovo V15 G5 Irl Intel Core i5-13420h 16gb 512gb SSD WINDOWS 11 Pro 15.6"" - 83uw000nbo Preto",https://www.kabum.com.br/produto/1007891/notebook-lenovo-v15-g5-irl-intel-core-i5-13420h-16gb-512gb-ssd-windows-11-pro-15-6-83uw000nbo-preto,6569.1,notebook,Kabum
Bateria Para Notebook Hp 256 G8 11.55v 3400mah,https://www.kabum.com.br/produto/792437/bateria-para-notebook-hp-256-g8-3400-mah,119,notebook,Kabum
"Notebook Lenovo Ideapad Slim 3i Intel Core 3 100u 8GB 256gb SSD  WINDOWS 11 15.3"" - 83nu0000br Luna Grey",https://www.kabum.com.br/produto/999541/notebook-lenovo-ideapad-slim-3i-intel-core-3-100u-8gb-256gb-ssd-windows-11-15-3-83nu0000br-luna-grey,3419.1,notebook,Kabum
Bateria Para Notebook Sony Vaio Vjf155f11x,https://www.kabum.com.br/produto/888447/bateria-para-notebook-sony-vaio-vjf155f11x-2200-mah,109,notebook,Kabum
"Notebook Asus Tuf Gaming F16, Intel Core i5 14a Geração, 16GB RAM, RTX 5060, SSD 512GB, Tela 16"" LED Fhd+ Nível Ips, WINDOWS 11 Home, Jaeger Gray",https://www.kabum.com.br/produto/1033358/notebook-asus-tuf-gaming-f16-intel-core-i5-14a-geracao-16gb-ram-rtx-5060-ssd-512gb-tela-16-led-fhd-nivel-ips-windows-11-home-jaeger-gray,8414.15,notebook,Kabum
Bateria Para Notebook Samsung Galaxy Book Np550xed-kf2br,https://www.kabum.com.br/produto/925288/bateria-para-notebook-samsung-galaxy-book-np550xed-kf2br,289.9,notebook,Kabum
"Fonte Carregador Para Dell Gamer G3 G5 G7 180w 19,5v 9.23a",https://www.kabum.com.br/produto/882254/fonte-carregador-para-dell-gamer-g3-g5-g7-180w-19-5v-9-23a,160.69,notebook,Kabum
"Notebook Gamer Dell Alienware 15 Da15260 Da15-c5210h-u40 15,3"" Wuxga Intel Core5 16gb 512gbssd Nvidia RTX4050 Ubuntu",https://www.kabum.com.br/produto/1072054/notebook-gamer-dell-alienware-15-da15260-da15-c5210h-u40-15-3-wuxga-intel-core5-16gb-512gbssd-nvidia-rtx4050-ubuntu,9185.55,notebook,Kabum
"MacBook Air Apple 13"", Chip M5 CPU 8 Núcleos GPU 10 Núcleos, 16GB RAM, SSD 512GB, Midnight",https://www.kabum.com.br/produto/1006883/macbook-air-13-2025-m4-10-10gpu-24gb-512ssd-estelar,10022.5,notebook,Kabum
"Filtro Privacidade Para Notebook De 14 """,https://www.kabum.com.br/produto/775901/filtro-privacidade-para-notebook-de-14-,47.5,notebook,Kabum
"Notebook Acer Intel Core i7 13th 8GB SSD 512gb Ddr5 15,6” WINDOWS 11 Pro",https://www.kabum.com.br/produto/935625/notebook-acer-intel-core-i7-13th-8gb-ssd-512gb-ddr5-15-6-windows-11-pro,5529.89,notebook,Kabum
Fonte Carregador Acer Nitro 135w Bivolt 19v 7.1a An515 An517,https://www.kabum.com.br/produto/629888/fonte-carregador-acer-nitro-135w-bivolt-19v-7-1a-an515-an517,153.62,notebook,Kabum
Cooler Colorful 60x60x20mm C/ Rolamento Duplo Cf-12620mb 12v,https://www.kabum.com.br/produto/780056/cooler-colorful-60x60x20mm-c-rolamento-duplo-cf-12620mb-12v,19.9,notebook,Kabum
"Notebook Lenovo V15 G5 Intel Core i5-13420h 8GB 256gb SSD Nvme 15.6"" Full Hd WINDOWS 11 Pro",https://www.kabum.com.br/produto/1038498/notebook-lenovo-v15-g5-intel-core-i5-13420h-8gb-256gb-ssd-nvme-15-6-full-hd-windows-11-pro,5887.78,notebook,Kabum
"MacBook Pro Apple 16"", M4 Pro, CPU 14 Núcleos, GPU 20 Núcleos, Neural Engine de 16 Núcleos, 24GB RAM, SSD 512GB, Preto-espacial - MX2X3BZ/A",https://www.kabum.com.br/produto/658778/macbook-pro-apple-16-m4-pro-cpu-14-nucleos-gpu-20-nucleos-neural-engine-de-16-nucleos-24gb-ram-ssd-512gb-preto-espacial-mx2x3bz-a,27888.88,notebook,Kabum
"MacBook Air Apple 13"" Chip M5, CPU de 10 Núcleos, GPU de 10 Núcleos, Neural Engine de 16 Núcleos, 1TB, Prateado - MDH84BZ/A",https://www.kabum.com.br/produto/1014714/macbook-air-apple-13-chip-m5-cpu-de-10-nucleos-gpu-de-10-nucleos-neural-engine-de-16-nucleos-1tb-prateado-mdh84bz-a,14999.01,notebook,Kabum
"MacBook Pro de 14"", M5, CPU de 10 núcleos, GPU de 10 núcleos, 16GB RAM, SSD 1TB, Prateado - MDE54BZ/A",https://www.kabum.com.br/produto/946466/macbook-pro-de-14-m5-cpu-de-10-nucleos-gpu-de-10-nucleos-16gb-ram-ssd-1tb-prateado-mde54bz-a,26890,notebook,Kabum
"Notebook Gamer Acer Nitro V15 ANV15-52-57MC, Intel Core i5-13420H, 8GB RAM, SSD 512GB, 15.6"" FHD, RTX 4050, Linux, Preto - NH.U1TAL.004",https://www.kabum.com.br/produto/1066357/notebook-gamer-acer-nitro-v15-anv15-52-57mc-intel-core-i5-13420h-8gb-ram-ssd-512gb-15-6-fhd-rtx-4050-linux-preto-nh-u1tal-004,7999,notebook,Kabum
Fonte Para Dell 19.5v. 3.34a 65w 4.5 * 3.0 Mm,https://www.kabum.com.br/produto/618620/fonte-para-dell-19-5v-3-34a-65w-4-5-3-0-mm,40,notebook,Kabum
"Notebook Gamer Acer Nitro V15, Intel Core i7-13620H 13ª Geração, 8GB RAM, SSD 512GB, RTX 4050, Tela 15.6"" Full HD 165Hz, Linux - ANV15-52-778T",https://www.kabum.com.br/produto/1047959/notebook-gamer-acer-nitro-v15-anv15-52-778t-intel-core-i7-13620h-de-13-g-8gb-ram-512gb-ssd-rtx4050-15-6-linux,8099.1,notebook,Kabum
"Notebook Gamer Rog Strix G16 G615jmr Nvidia RTX5060 Intel Core i9 14900hx 16gb Ram 512gb SSD WINDOWS 11 Tela 16"" 240hz Fhd Gray - S5001w",https://www.kabum.com.br/produto/885809/notebook-gamer-rog-strix-g16-g615jmr-nvidia-rtx5060-intel-core-i9-14900hx-16gb-ram-512gb-ssd-windows-11-tela-16-240hz-fhd-gray-s5001w,11899.15,notebook,Kabum
